"location","source","target","id","fuzzy","context","translator_comments","developer_comments"
"01a_04600.bin.json:235","４時までには舞台のセットを片づけておくから時間厳守でお願いする”という意味だった。","４時までには舞台のセットを片づけておくから時間厳守でお願いする”という意味だった。","04600:235","False","","","爱丽丝"
"01a_04600.bin.json:238","黙ったまま何も語らない。わたしは、急いでいてつい演劇部の部員にするような癖が出ていたのでしょうね、と言った。","黙ったまま何も語らない。わたしは、急いでいてつい演劇部の部員にするような癖が出ていたのでしょうね、と言った。","04600:238","False","","",""
"01a_04600.bin.json:239","生徒会に行き、役員の方と顧問教師の方へ先ほどの話をし、舞台用語から意図が伝わっていなかったことを話しました。","生徒会に行き、役員の方と顧問教師の方へ先ほどの話をし、舞台用語から意図が伝わっていなかったことを話しました。","04600:239","False","","","爱丽丝"
"01a_04600.bin.json:241","佐和良義宝珠は通達を無視したのでなく、悪戯だと思ったのだと。そう上申したことで顧問教師も、生徒会役員の方も呼び出しを故意に無視したのではないと納得してくれました。","佐和良義宝珠は通達を無視したのでなく、悪戯だと思ったのだと。そう上申したことで顧問教師も、生徒会役員の方も呼び出しを故意に無視したのではないと納得してくれました。","04600:241","False","","","爱丽丝"
"01a_04600.bin.json:243","では、茶道部を閉じることはない……。","では、茶道部を閉じることはない……。","04600:243","False","","","宝珠"
"01a_04600.bin.json:245","はい。すべての不備は正しましたし、後は部長である宝珠先輩が申請し直してくれれば問題はありません。","はい。すべての不備は正しましたし、後は部長である宝珠先輩が申請し直してくれれば問題はありません。","04600:245","False","","","爱丽丝"
"01a_04600.bin.json:247","問題は解決したというわたしの言葉を聞き、彼女は眉根を顰め押し黙った。","問題は解決したというわたしの言葉を聞き、彼女は眉根を顰め押し黙った。","04600:247","False","","",""
"01a_04600.bin.json:248","――長い沈黙が横たわる。","――長い沈黙が横たわる。","04600:248","False","","",""
"01a_04600.bin.json:249","静寂がゼリーのようにふたりの間に満ち、耳は静けさに小さな羽虫の音を奏で始めた。","静寂がゼリーのようにふたりの間に満ち、耳は静けさに小さな羽虫の音を奏で始めた。","04600:249","False","","",""
"01a_04600.bin.json:250","と、","と、","04600:250","False","","",""
"01a_04600.bin.json:252","私は、茶道部を続ける気はないの。","私は、茶道部を続ける気はないの。","04600:252","False","","","宝珠"
"01a_04600.bin.json:254","そう、絞り出すように告げたのだ。","そう、絞り出すように告げたのだ。","04600:254","False","","",""
"01a_04600.bin.json:255","それは……お家のことがあったからですか。","それは……お家のことがあったからですか。","04600:255","False","","","爱丽丝"
"01a_04600.bin.json:259","以前聞かせて貰った宝珠先輩以外の後継者が現れたこと。それと――わたしへ話してくれた幼い頃のお披露目会で、共感覚で目にした出来事が関係していますよね。","以前聞かせて貰った宝珠先輩以外の後継者が現れたこと。それと――わたしへ話してくれた幼い頃のお披露目会で、共感覚で目にした出来事が関係していますよね。","04600:259","False","","","爱丽丝"
"01a_04600.bin.json:261","……[#]ええ。そうよ。母はあの日、わたしを否定した。あの日から茶道を続けながらもずっと心の片隅にあった“母に否定されたわたしが後継者でよいのか”と。","……[#]ええ。そうよ。母はあの日、わたしを否定した。あの日から茶道を続けながらもずっと心の片隅にあった“母に否定されたわたしが後継者でよいのか”と。","04600:261","False","","","宝珠"
"01a_04600.bin.json:263","でも、と生気なく続ける。","でも、と生気なく続ける。","04600:263","False","","",""
"01a_04600.bin.json:265","先週、分家の名代から私以外の後継者はどうかと打診があった。母は……断らなかったわ。少し考えさせてと。私は……。","先週、分家の名代から私以外の後継者はどうかと打診があった。母は……断らなかったわ。少し考えさせてと。私は……。","04600:265","False","","","宝珠"
"01a_04600.bin.json:267","迷いのある私と変わるように分家から説得されたのだという。","迷いのある私と変わるように分家から説得されたのだという。","04600:267","False","","",""
"01a_04600.bin.json:268","迷い？","迷い？","04600:268","False","","",""
"01a_04600.bin.json:269","それは……おかしいです！","それは……おかしいです！","04600:269","False","","","爱丽丝"
"01a_04600.bin.json:271","え……。","え……。","04600:271","False","","","宝珠"
"01a_04600.bin.json:273","迷いがあるなんて、そんなことありません！　宝珠先輩は茶道を、お茶を点てるときはとても愉しそうでした！　だからこそメイが憧れて、わたしだって――。","迷いがあるなんて、そんなことありません！　宝珠先輩は茶道を、お茶を点てるときはとても愉しそうでした！　だからこそメイが憧れて、わたしだって――。","04600:273","False","","","爱丽丝"
"01a_04600.bin.json:275","私が……愉しい？","私が……愉しい？","04600:275","False","","","宝珠"
"01a_04600.bin.json:277","初めて疑問符の抑揚のない口調から、問うようにわたしへ呼び掛けた。わたしは、彼女へあの目で視てほしいと言った。共感覚を持つ、朱の目で。","初めて疑問符の抑揚のない口調から、問うようにわたしへ呼び掛けた。わたしは、彼女へあの目で視てほしいと言った。共感覚を持つ、朱の目で。","04600:277","False","","",""
"01a_04600.bin.json:278","それは……。","それは……。","04600:278","False","","","宝珠"
"01a_04600.bin.json:280","わたしが、わたしの気持ちが本当だってことを知ってほしいんです！","わたしが、わたしの気持ちが本当だってことを知ってほしいんです！","04600:280","False","","","爱丽丝"
"01a_04600.bin.json:283","躊躇い戸惑うも、着物の袖で顔を隠すようにして――……","躊躇い戸惑うも、着物の袖で顔を隠すようにして――……","04600:283","False","","",""
"01a_04600.bin.json:285","佐和良義宝珠は朱の眼を晒したのだ。","佐和良義宝珠は朱の眼を晒したのだ。","04600:285","False","","",""
"01a_04600.bin.json:287","初めはメイに掛けられた冤罪を晴らすために訪れました。その時から素敵な人だなって、親身になって助けてくれる素敵な人だなって思ったんです！","初めはメイに掛けられた冤罪を晴らすために訪れました。その時から素敵な人だなって、親身になって助けてくれる素敵な人だなって思ったんです！","04600:287","False","","","爱丽丝"
"01a_04600.bin.json:290","そう……なの。","そう……なの。","04600:290","False","","","宝珠"
"01a_04600.bin.json:293","木野さんのときにも助けて貰いました！　誤解を解いてくれて……本当に宝珠先輩はわたしにとってなくてはならない天使なんです！","木野さんのときにも助けて貰いました！　誤解を解いてくれて……本当に宝珠先輩はわたしにとってなくてはならない天使なんです！","04600:293","False","","","爱丽丝"
"01a_04600.bin.json:296","朱の眼にはわたしの偽らざる気持ちが映っているのだろう、生気のなかった顔つきは少しずつ色を成していった。","朱の眼にはわたしの偽らざる気持ちが映っているのだろう、生気のなかった顔つきは少しずつ色を成していった。","04600:296","False","","",""
"01a_04600.bin.json:298","マラソン大会のときにも手当をして貰って、そのときに……ええと、そのときではなくて、教室で……。","マラソン大会のときにも手当をして貰って、そのときに……ええと、そのときではなくて、教室で……。","04600:298","False","","","爱丽丝"
"01a_04600.bin.json:300","寝ている宝珠先輩へ告白したことを思いだし、恥ずかしさから口を閉ざした。","寝ている宝珠先輩へ告白したことを思いだし、恥ずかしさから口を閉ざした。","04600:300","False","","",""
"01a_04600.bin.json:302","ぁ……。","ぁ……。","04600:302","False","","","宝珠"
"01a_04600.bin.json:304","隠そうとする気持ちが見えたのか、表情を幾分曇らせた。宝珠先輩にそんな顔をさせるのは嫌だけれど……今のでさらに確信を得たのだ。","隠そうとする気持ちが見えたのか、表情を幾分曇らせた。宝珠先輩にそんな顔をさせるのは嫌だけれど……今のでさらに確信を得たのだ。","04600:304","False","","",""
"01a_04600.bin.json:305","宝珠先輩は、お母さんのことが信じられなくて、期待されてないなら、それなら身をひこうかと思っているんですよね？","宝珠先輩は、お母さんのことが信じられなくて、期待されてないなら、それなら身をひこうかと思っているんですよね？","04600:305","False","","","爱丽丝"
"01a_04600.bin.json:308","そして身をひくなら、茶道からも離れたいと……。だから茶道部を閉めるという気持ちは変わらない。","そして身をひくなら、茶道からも離れたいと……。だから茶道部を閉めるという気持ちは変わらない。","04600:308","False","","","爱丽丝"
"01a_04600.bin.json:311","……[#]そうよ。生徒会からの勧告もちょうどいい機会だと思った。","……[#]そうよ。生徒会からの勧告もちょうどいい機会だと思った。","04600:311","False","","","宝珠"
"01a_04600.bin.json:313","なら、とわたしは続ける。","なら、とわたしは続ける。","04600:313","False","","",""
"01a_04600.bin.json:315","そうであるなら、宝珠先輩の考えは間違いです。茶道部を閉めることも、後継者から退くこともない。","そうであるなら、宝珠先輩の考えは間違いです。茶道部を閉めることも、後継者から退くこともない。","04600:315","False","","","爱丽丝"
"01a_04600.bin.json:317","え……？","え……？","04600:317","False","","","宝珠"
"01a_04600.bin.json:319","あのとき――。","あのとき――。","04600:319","False","","","爱丽丝"
"01a_04600.bin.json:322","お披露目式での、幼い佐和良義宝珠が目にする共感覚での真実。","お披露目式での、幼い佐和良義宝珠が目にする共感覚での真実。","04600:322","False","","",""
"01a_04600.bin.json:324","[b]『……まだ不器用なら可愛げがあったが』[k]","[b]『……まだ不器用なら可愛げがあったが』[k]","04600:324","False","","",""
"01a_04600.bin.json:326","[b]『なまじ才能があるだけ不憫よな……』[k]","[b]『なまじ才能があるだけ不憫よな……』[k]","04600:326","False","","",""
"01a_04600.bin.json:327","それらの嘲りの色は正しかったのだろう。","それらの嘲りの色は正しかったのだろう。","04600:327","False","","",""
"01a_04600.bin.json:328","しかし、","しかし、","04600:328","False","","",""
"01a_04600.bin.json:329","“そんな目ならば無ければ良かったのに”。","“そんな目ならば無ければ良かったのに”。","04600:329","False","","","爱丽丝"
"01a_04600.bin.json:332","……[#]やめて。","……[#]やめて。","04600:332","False","","","宝珠"
"01a_04600.bin.json:334","確かに宝珠先輩の母親はそう言ったのかもしれない。でも、","確かに宝珠先輩の母親はそう言ったのかもしれない。でも、","04600:334","False","","","爱丽丝"
"01a_04600.bin.json:337","……[#]確かに、","……[#]確かに、","04600:337","False","","","宝珠"
"01a_04600.bin.json:339","わたしの頭の斜め上を、どこか遠くの陰を覗くように、","わたしの頭の斜め上を、どこか遠くの陰を覗くように、","04600:339","False","","",""
"01a_04600.bin.json:340","確かに、母はそう告げた。声の色は赤。怒りと憎しみの色だった……。失敗した私へ彩った偽らざる色……。","確かに、母はそう告げた。声の色は赤。怒りと憎しみの色だった……。失敗した私へ彩った偽らざる色……。","04600:340","False","","","宝珠"
"01a_04600.bin.json:342","肺から絞り出すように告げる。わたしは項垂れる彼女を目に、それは違うと言う。","肺から絞り出すように告げる。わたしは項垂れる彼女を目に、それは違うと言う。","04600:342","False","","",""
"01a_04600.bin.json:343","違う……？　何を――。","違う……？　何を――。","04600:343","False","","","宝珠"
"01a_04600.bin.json:346","これもさっき話した悪戯の手紙と同じです。真実だけど真実ではない。","これもさっき話した悪戯の手紙と同じです。真実だけど真実ではない。","04600:346","False","","","爱丽丝"
"01a_04600.bin.json:348","わたしは朱の眼をしっかりと見詰め、全身全霊をもって伝える。","わたしは朱の眼をしっかりと見詰め、全身全霊をもって伝える。","04600:348","False","","",""
"01a_04600.bin.json:349","宝珠先輩の母親の言葉に嘘はなかった。それは本当です。","宝珠先輩の母親の言葉に嘘はなかった。それは本当です。","04600:349","False","","","爱丽丝"
"01a_04600.bin.json:352","だったら――！","だったら――！","04600:352","False","","","宝珠"
"01a_04600.bin.json:354","いいえ、“そんな目ならば無ければ良かったのに”。","いいえ、“そんな目ならば無ければ良かったのに”。","04600:354","False","","","爱丽丝"
"01a_04600.bin.json:356","告げる言葉に俯き耳を塞ぐ。わたしは彼女の手を掴み無理やりに眼と目を合わせた。揺れる瞳と揺らがない瞳。","告げる言葉に俯き耳を塞ぐ。わたしは彼女の手を掴み無理やりに眼と目を合わせた。揺れる瞳と揺らがない瞳。","04600:356","False","","",""
"01a_04600.bin.json:358","この言葉は宝珠先輩に向けた言葉ではない。これは、この怒りに満ちた言葉は、“自分の娘に心ない言葉を吐いた面々に告げた言葉”です。","この言葉は宝珠先輩に向けた言葉ではない。これは、この怒りに満ちた言葉は、“自分の娘に心ない言葉を吐いた面々に告げた言葉”です。","04600:358","False","","","爱丽丝"
"01a_04600.bin.json:360","娘の赤い目を非難する彼等へ、そんな節穴のような目ならば――“そんな目が無ければ良かったのに”と。","娘の赤い目を非難する彼等へ、そんな節穴のような目ならば――“そんな目が無ければ良かったのに”と。","04600:360","False","","","爱丽丝"
"01a_04600.bin.json:363","揺らいでいた朱い瞳がじょじょに定まり、嘘、と呟いた。","揺らいでいた朱い瞳がじょじょに定まり、嘘、と呟いた。","04600:363","False","","",""
"01a_04600.bin.json:365","だって、私の眼には――。","だって、私の眼には――。","04600:365","False","","","宝珠"
"01a_04600.bin.json:367","怒りを意味する“赤い色”ですよね？　それは当然です、娘に対する暴言に怒っていたのだから。","怒りを意味する“赤い色”ですよね？　それは当然です、娘に対する暴言に怒っていたのだから。","04600:367","False","","","爱丽丝"
"01a_04600.bin.json:370","……[#]私は、私は……思い違いをしていたの……？","……[#]私は、私は……思い違いをしていたの……？","04600:370","False","","","宝珠"
"01a_04600.bin.json:372","はい。","はい。","04600:372","False","","","爱丽丝"
"01a_04600.bin.json:374","私は……母を、その日から避けて……。","私は……母を、その日から避けて……。","04600:374","False","","","宝珠"
"01a_04600.bin.json:376","二人とも行き違いをしていたんです。佐和良義流の後継者の話も、辛い思いをしている娘へこれ以上、重荷を背負わせるかどうかを考えていたから――。","二人とも行き違いをしていたんです。佐和良義流の後継者の話も、辛い思いをしている娘へこれ以上、重荷を背負わせるかどうかを考えていたから――。","04600:376","False","","","爱丽丝"
"01a_04600.bin.json:379","どうして、と呟いた。何故、それほどに分かるのかと。","どうして、と呟いた。何故、それほどに分かるのかと。","04600:379","False","","",""
"01a_04600.bin.json:381","宝珠先輩のような共感覚の瞳はありませんけど……ずっと、見ていたから分かります。お茶を点てる貴女はとても愉しそうで、凛として、どこか寂しげだったから。","宝珠先輩のような共感覚の瞳はありませんけど……ずっと、見ていたから分かります。お茶を点てる貴女はとても愉しそうで、凛として、どこか寂しげだったから。","04600:381","False","","","爱丽丝"
"01a_04600.bin.json:383","アリス……。","アリス……。","04600:383","False","","","宝珠"
"01a_04600.bin.json:387","滲む赤い瞳を見たわたしは堪らなくなり、宝珠先輩を抱きしめた。肩は細く、華奢な身体……。幼い彼女を連想するように。","滲む赤い瞳を見たわたしは堪らなくなり、宝珠先輩を抱きしめた。肩は細く、華奢な身体……。幼い彼女を連想するように。","04600:387","False","","",""
"01a_04600.bin.json:388","私は……ずっと……母になんて詫びたらいいのか……。","私は……ずっと……母になんて詫びたらいいのか……。","04600:388","False","","","宝珠"
"01a_04600.bin.json:390","勘違いをしていたと話したら――きっと、笑って許してくれます。","勘違いをしていたと話したら――きっと、笑って許してくれます。","04600:390","False","","","爱丽丝"
"01a_04600.bin.json:392","でも……。","でも……。","04600:392","False","","","宝珠"
"01a_04600.bin.json:395","ふっと脳裏へ仲が良かった頃の家族の像が浮かぶ。姉を連れて出て行った父。","ふっと脳裏へ仲が良かった頃の家族の像が浮かぶ。姉を連れて出て行った父。","04600:395","False","","",""
"01a_04600.bin.json:396","わたしみたいに、","わたしみたいに、","04600:396","False","","",""
"01a_04600.bin.json:397","そうだ。わたしみたいに――","そうだ。わたしみたいに――","04600:397","False","","",""
"01a_04600.bin.json:399","――諦めることなんてない。ずっと頑張っていたのをお母さんはちゃんと見ています。子供を嫌いな親なんている訳がない。","――諦めることなんてない。ずっと頑張っていたのをお母さんはちゃんと見ています。子供を嫌いな親なんている訳がない。","04600:399","False","","","爱丽丝"
"01a_04600.bin.json:402","アリス……！","アリス……！","04600:402","False","","","宝珠"
"01a_04600.bin.json:404","滲む瞳から涙がこぼれ、頬を伝い流れ落ちていく。","滲む瞳から涙がこぼれ、頬を伝い流れ落ちていく。","04600:404","False","","",""
"01a_04600.bin.json:405","夕映えに照らされた涙は美しく、心から許し絆された印のよう思えた。","夕映えに照らされた涙は美しく、心から許し{絆/ほだ}された印のよう思えた。","04600:405","False","","",""
"01a_04600.bin.json:406","心を奮わせ泣く彼女へ、わたしは頬を寄せ、自分の温もりで大切な人を癒やすために抱きしめ続けた。","心を奮わせ泣く彼女へ、わたしは頬を寄せ、自分の温もりで大切な人を癒やすために抱きしめ続けた。","04600:406","False","","",""
"01a_04600.bin.json:407","小さく啜り泣く声は、負の感情ではなく、それは嬉しさを交えたものに思えた。","小さく啜り泣く声は、負の感情ではなく、それは嬉しさを交えたものに思えた。","04600:407","False","","",""
"01a_04600.bin.json:408","佐和良義宝珠の涙は、干天に降る慈雨のようにわたしの心も充たしていった。","佐和良義宝珠の涙は、{干天/かんてん}に降る{慈雨/じう}のようにわたしの心も充たしていった。","04600:408","False","","",""
"01a_04600.bin.json:409","それは無防備な姿で眠っていた茜色に染まったあの教室の中のように。","それは無防備な姿で眠っていた茜色に染まったあの教室の中のように。","04600:409","False","","",""
"01a_04600.bin.json:410","……[#]わたしは、貴女にもうひとつ伝えなくてはいけません。","……[#]わたしは、貴女にもうひとつ伝えなくてはいけません。","04600:410","False","","","爱丽丝"
"01a_04600.bin.json:413","眠っている貴女へわたしは告白をしました。メイに抱いている気持ちとも違う。友情や尊敬だけじゃない、もっと違う気持ちに――。","眠っている貴女へわたしは告白をしました。メイに抱いている気持ちとも違う。友情や尊敬だけじゃない、もっと違う気持ちに――。","04600:413","False","","","爱丽丝"
"01a_04600.bin.json:417","わたしは……わたしは、佐和良義宝珠のことが好きです。とても深く。心が張り裂けてしまうほどに……！","わたしは……わたしは、佐和良義宝珠のことが好きです。とても深く。心が張り裂けてしまうほどに……！","04600:417","False","","","爱丽丝"
"01a_04600.bin.json:419","喉をつかえながら、胸が破裂してしまいそうになりながら伝える。彼女は――……","喉をつかえながら、胸が破裂してしまいそうになりながら伝える。彼女は――……","04600:419","False","","",""
"01a_04600.bin.json:421","――――ええ。私もよ。気がついたらずっと貴女ばかりを視ていた。","――――ええ。私もよ。気がついたらずっと貴女ばかりを視ていた。","04600:421","False","","","宝珠"
"01a_04600.bin.json:423","朱く美しい瞳で見詰め、薄く、否、にっこりと大輪の花のように笑ってくれたのだ。","朱く美しい瞳で見詰め、薄く、否、にっこりと大輪の花のように笑ってくれたのだ。","04600:423","False","","",""
"01a_04600.bin.json:424","――宝珠。","――宝珠。","04600:424","False","","","爱丽丝"
"01a_04600.bin.json:427","名を呼び、額へと口付けた。","名を呼び、額へと口付けた。","04600:427","False","","",""
"01a_04600.bin.json:429","その瞬間に――神田アリスの周りからあらゆる音が消えてしまった。","その瞬間に――神田アリスの周りからあらゆる音が消えてしまった。","04600:429","False","","",""
"01a_04600.bin.json:430","時間が止まり、其処に存在するのはわたしと彼女だけ。","時間が止まり、其処に存在するのはわたしと彼女だけ。","04600:430","False","","",""
"01a_04600.bin.json:431","分かち難く混じり合った二人の心には――朱の瞳はもう必要なかった。","分かち難く混じり合った二人の心には――朱の瞳はもう必要なかった。","04600:431","False","","",""
"01a_04600.bin.json:432","まっさらな正直な気持ちは、手に取って触れられるように確かだったのだから。","まっさらな正直な気持ちは、手に取って触れられるように確かだったのだから。","04600:432","False","","",""
"01a_04600.bin.json:433","何色にも表現できない愛。","何色にも表現できない愛。","04600:433","False","","",""
"01a_04600.bin.json:434","神田アリスと佐和良義宝珠は、二人の間にある其の色をただ愛おしく抱きしめていた。","神田アリスと佐和良義宝珠は、二人の間にある其の色をただ愛おしく抱きしめていた。","04600:434","False","","",""
"01a_04600.bin.json:435","きっとそれはずっと続くことでしょう。","きっとそれはずっと続くことでしょう。","04600:435","False","","",""
"01a_04600.bin.json:436","それだけは確かなことなのです――。","それだけは確かなことなのです――。","04600:436","False","","",""
